Content,Category,Case_Status,Profit_Center
"Comm100 Bot has joined the chat.
[2022/04/30 21:41:59]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/30 21:42:07]:Visitor:Sales
[2022/04/30 21:42:08]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/04/30 21:42:14]:Visitor:Chat with Sales
[2022/04/30 21:42:14]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Kashif - Comm100 has joined the chat.
[2022/04/30 21:42:15]:Kashif - Comm100:Hello, Thank you for contacting Comm100! My name is Kashif, how may I assist you today ?
[2022/04/30 21:42:23]:Visitor:Hello
[2022/04/30 21:42:33]:Visitor:Do you have free plan
[2022/04/30 21:42:35]:Visitor:comm100
[2022/04/30 21:43:06]:Kashif - Comm100:Unfortunately not. 
The visitor has left the chat.
The chat is ended.(2022/04/30 21:48:45)
",Sales: Live Chat,Answered/Solved,Freemium
"Comm100 Bot has joined the chat.
[2022/04/30 18:44:20]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/30 18:46:26]:Visitor:Post-sales Tech Support
[2022/04/30 18:46:26]:Comm100 Bot:Thank you for contacting Comm100 Technical Support.My I have your name please?
[2022/04/30 18:47:01]:Visitor:1120916666@qq.com
[2022/04/30 18:47:01]:Comm100 Bot:Thank you, 1120916666@qq.com. Please hold on. Transferring you to our agent. ✈️
Agent Walid - Comm100 has joined the chat.
[2022/04/30 18:47:03]:Walid - Comm100:Hello 1120916666@qq.com, How are you doing today? You have contacted Comm100 Technical Support team. What do you need help with? 
Agent Walid - Comm100 has transferred the chat to another agent.
Agent Francis - Comm100 ( Training ) has joined the chat.
[2022/04/30 18:48:56]:Francis - Comm100 ( Training ):您好

[2022/04/30 18:49:27]:Walid - Comm100:Francis please ask him to contact on livehelp website next time
[2022/04/30 18:49:27]:Francis - Comm100 ( Training ):有什么可以帮到您？

Agent Walid - Comm100 has left the chat.
[2022/04/30 18:49:42]:Francis - Comm100 ( Training ):OK,THANK YOU.

[2022/04/30 18:50:13]:1120916666@qq.com:我需要把这个坐席    3007658374@qq.com  倪阳 的功能开的和我们其他的一样
[2022/04/30 18:50:25]:1120916666@qq.com:我这边怎么调整不了
[2022/04/30 18:51:00]:1120916666@qq.com:就是可以让  倪阳 这个坐席 监控到其他的人员回复情况
[2022/04/30 18:51:06]:Francis - Comm100 ( Training ):好的，请稍等

[2022/04/30 18:51:16]:1120916666@qq.com:选择性的监控，而不是全部监控哦
The visitor has sent a file: image.png
[2022/04/30 18:51:55]:Francis - Comm100 ( Training ):https://livehelp100.com/ 官网  您从这里进到Livehelp100客服线，我发截图给您。


The visitor has sent a file: image.png
[2022/04/30 18:52:01]:1120916666@qq.com:现在倪阳是这样的
[2022/04/30 18:52:08]:Francis - Comm100 ( Training ):以后可以直接从https://livehelp100.com/ 登录

[2022/04/30 18:52:13]:Francis - Comm100 ( Training ):好的

[2022/04/30 18:53:30]:1120916666@qq.com:我登录以后在哪里设置呢
[2022/04/30 18:53:35]:1120916666@qq.com:我这里设置不来呢
[2022/04/30 18:54:09]:Francis - Comm100 ( Training ):https://livehelp100.com/  您从这里登录后，点右下角客服按钮，我发截图给您。

The visitor has sent a file: image.png
[2022/04/30 19:04:07]:Francis - Comm100 ( Training ):右下角有红色的客服图标

The visitor has sent a file: image.png
[2022/04/30 19:05:50]:Francis - Comm100 ( Training ):在这里也可以，点击坐上角红色的100图标

[2022/04/30 19:05:56]:1120916666@qq.com:我用主账户登录设置还是登录倪阳的坐席设置呢 
[2022/04/30 19:06:42]:1120916666@qq.com:我已经登录上来了 
[2022/04/30 19:06:44]:1120916666@qq.com:你直接截图吧 
Agent Francis - Comm100 ( Training ) has sent a file: 1这里关闭.png
[2022/04/30 19:08:27]:Francis - Comm100 ( Training ):要倪阳自己登录，在他的客服工作台右上角点 偏好设置后进入这个设置页面，不要勾选监控所有聊天。

[2022/04/30 19:08:58]:Francis - Comm100 ( Training ):设置完成后，退出重新登录。

[2022/04/30 19:15:59]:Francis - Comm100 ( Training ):您好，还在线吗？

[2022/04/30 19:17:37]:Francis - Comm100 ( Training ):由于一段时间没有收到您的新回复， 我先终止本聊天， 有问题请随时再与我们联系， 祝您工作愉快，再见。
Agent Francis - Comm100 ( Training ) has left the chat.
The chat is ended.(2022/04/30 19:18:02)
",Support: Live Chat,No response from client,Gaming (Livehelp100)
"Comm100 Bot has joined the chat.
[2022/04/30 14:46:23]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/30 14:46:35]:Visitor:Sales
[2022/04/30 14:46:35]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/04/30 14:46:38]:Visitor:Chat with Sales
[2022/04/30 14:46:38]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Walid - Comm100 has joined the chat.
[2022/04/30 14:46:39]:Walid - Comm100:Hello 5.24.123.214, How are you doing today? You have contacted Comm100 Technical Support team. What do you need help with? 
[2022/04/30 14:46:46]:Visitor:Hello walid
[2022/04/30 14:47:15]:Visitor:we forgot to pay
[2022/04/30 14:47:35]:Visitor:please give us until monday
[2022/04/30 14:47:56]:Visitor:will be paid on monday
[2022/04/30 14:50:14]:Visitor:??
[2022/04/30 14:52:17]:Visitor:alpaslan@skysporbet.com
[2022/04/30 14:53:35]:Walid - Comm100:let me check
[2022/04/30 14:55:16]:Walid - Comm100:Your payment is already 10 days late 
[2022/04/30 14:55:20]:Visitor:I can't pay because it's the weekend, please let's activate until Monday
[2022/04/30 14:55:44]:Visitor:sorry for the delay and i will pay you on monday
[2022/04/30 14:56:14]:Walid - Comm100:I have opened the account for 2 days
Ticket 18544 created successfully. The chat transcript will be attached to this ticket after the transcript is saved in the system.
[2022/04/30 14:56:29]:Visitor:Thanks dear walid
[2022/04/30 15:03:50]:Walid - Comm100:Let us know if you need help with anything else. Take care. Bye.
Agent Walid - Comm100 has left the chat.
The chat is ended.(2022/04/30 15:03:53)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/04/30 14:38:51]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/30 14:39:00]:Visitor:Sales
[2022/04/30 14:39:00]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/04/30 14:39:05]:Visitor:Chat with Sales
[2022/04/30 14:39:07]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Walid - Comm100 has joined the chat.
[2022/04/30 14:39:08]:Walid - Comm100:Hello 5.24.123.214, How are you doing today? You have contacted Comm100 Technical Support team. What do you need help with? 
[2022/04/30 14:39:19]:Visitor:Hello walid
[2022/04/30 14:39:49]:Visitor:We forgot the com100 payment and it was the weekend
[2022/04/30 14:40:14]:Visitor:please give us until monday
[2022/04/30 14:42:48]:Visitor:Dear walid you here?
[2022/04/30 14:45:23]:Visitor:?
The visitor has left the chat.
The chat is ended.(2022/04/30 14:46:17)
","Support: Knowledge Base, Live Chat",Answered/Solved,SMB & APAC ENT
"Agent Walid - Comm100 has joined the chat.
[2022/04/30 12:43:07]:Walid - Comm100:Hello fgfdgc, How are you doing today? You have contacted Comm100 Technical Support team. What do you need help with? 
[2022/04/30 12:43:21]:fgfdgc:我下载的客户端登录不了啊 
Agent Walid - Comm100 has transferred the chat to another agent.
Agent Maria - Comm100  has joined the chat.
[2022/04/30 12:44:32]:Maria - Comm100 :请问哪里下载的？

[2022/04/30 12:44:32]:Walid - Comm100:Please contact the support team on this https://www.livehelp100.com/
Its the dedicated website for your platform.  or contact via telegram @LiveHelp100_bot
[2022/04/30 12:44:46]:fgfdgc:官网下载的啊
Agent Walid - Comm100 has left the chat.
[2022/04/30 12:45:59]:fgfdgc:给我个下载链接
[2022/04/30 12:48:12]:fgfdgc:在吗
[2022/04/30 12:49:53]:fgfdgc:人呢？？？？
[2022/04/30 12:50:19]:Maria - Comm100 :Livehelp100 客户端电脑桌面APP 下载链接 
微软： https://app.livehelp100service.com/livechat/electron_lan/LiveHelp100LiveChat-Setup-win.exe
苹果： https://app.livehelp100service.com/livechat/electron_lan/Livehelp100LiveChat-Setup-mac.dmg 

[2022/04/30 12:50:33]:Maria - Comm100 :要这里下载的才对
[2022/04/30 12:54:37]:fgfdgc:好的
The visitor has left the chat.
The chat is ended.(2022/04/30 13:05:40)
",Support: Live Chat,Answered/Solved,Gaming (Livehelp100)
"Comm100 Bot has joined the chat.
[2022/04/30 08:05:18]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/30 08:05:29]:Visitor:Sales
[2022/04/30 08:05:29]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/04/30 08:05:36]:Visitor:Chat with Sales
[2022/04/30 08:05:36]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Jed - Comm100 has joined the chat.
[2022/04/30 08:05:37]:Jed - Comm100:Hello, thank you for contacting Comm100! How may I help you?
[2022/04/30 08:05:51]:Visitor:hello
[2022/04/30 08:06:03]:Jed - Comm100:Hello
[2022/04/30 08:06:56]:Visitor:I have a account with you and when I sign up by mistakenly plan of $59.99 was chosen but now I want to add on $29 dollar plan to buy that
[2022/04/30 08:07:11]:Visitor:can you help me to switch the plan?
[2022/04/30 08:07:34]:Jed - Comm100:What email are you using to log in?
[2022/04/30 08:08:01]:Visitor:info@newextenderrsetup.net
[2022/04/30 08:08:50]:Jed - Comm100:Let me check
[2022/04/30 08:09:03]:Visitor:ok
[2022/04/30 08:11:41]:Jed - Comm100:okay i have updated your plan
[2022/04/30 08:12:14]:Visitor:thank you
[2022/04/30 08:12:25]:Jed - Comm100:you're welcome and have a nice day!
Agent Jed - Comm100 has left the chat.
The chat is ended.(2022/04/30 08:14:06)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Agent Ammar - Comm100 has joined the chat.
[2022/04/30 03:08:52]:Ammar - Comm100:Hello Tommy, thank you for contacting us! How may I help you?
[2022/04/30 03:09:15]:Tommy:Hi How can I get a report on the number of visitors on the site?
The visitor has sent a file: image.png
[2022/04/30 03:11:36]:Ammar - Comm100:let me chec 
[2022/04/30 03:12:40]:Ammar - Comm100:Go to chat volume 
Agent Ammar - Comm100 has sent a file: 1651259569626.png
[2022/04/30 03:13:37]:Tommy:Perfect thank you
[2022/04/30 03:13:44]:Ammar - Comm100:no problem 
The visitor has left the chat.
The chat is ended.(2022/04/30 03:20:34)
",Support: Live Chat,Answered/Solved,Vancouver ENT
"Agent Ammar - Comm100 has joined the chat.
[2022/04/29 23:06:18]:Ammar - Comm100:Hello Greg  Krabach, thank you for contacting us! How may I help you?
[2022/04/29 23:07:19]:Greg  Krabach:Hi Ammar - This is Greg Krabach, I just wanted to check back in and see if you guys had any info/updates/ETA on the livechat/realTime/Agents endpoint not sending any data back in the List property
[2022/04/29 23:08:45]:Ammar - Comm100:Let me double check on that for you 
[2022/04/29 23:08:51]:Greg  Krabach:Thanks, I appreciate it
[2022/04/29 23:09:48]:Greg  Krabach:(this was in our v4 sandbox)
[2022/04/29 23:15:02]:Ammar - Comm100:Hey Greg, thanks for waiting 
[2022/04/29 23:15:23]:Ammar - Comm100:We do not have an update on the issue yet 
[2022/04/29 23:15:23]:Ammar - Comm100:Our team is still looking into it 
[2022/04/29 23:15:57]:Greg  Krabach:okay - is there a ticket # or anything I can document for my team so they can reference this later if needed?
The chat transcript will be attached to ticket 18441 after the chat ends.
[2022/04/29 23:17:20]:Ammar - Comm100:18441
[2022/04/29 23:17:50]:Greg  Krabach:awesome thanks. I don't want to bug you guys repeatedly, but I want to stay on top of this, When should I check in if I don't hear anything?
[2022/04/29 23:18:14]:Ammar - Comm100:How’s Monday?
[2022/04/29 23:18:25]:Ammar - Comm100:Since the weekend is approaching?
[2022/04/29 23:18:50]:Greg  Krabach:Oh yeah, for certain. I'll check back Tuesday if I don't hear - give you guys some time to work. thanks :)
[2022/04/29 23:18:54]:Ammar - Comm100:No problem, take care Greg :)
[2022/04/29 23:19:00]:Greg  Krabach:Thanks Ammar
The visitor has left the chat.
The chat is ended.(2022/04/29 23:19:08)
",Sales: Live Chat,Answered/Solved,Vancouver ENT
"Comm100 Bot has joined the chat.
[2022/04/29 23:02:36]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/29 23:02:58]:Visitor:Sales
[2022/04/29 23:02:58]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/04/29 23:03:07]:Visitor:Chat with Sales
[2022/04/29 23:03:07]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Ammar - Comm100 has joined the chat.
[2022/04/29 23:03:08]:Ammar - Comm100:Hello 197.210.52.211, thank you for contacting us! How may I help you?
[2022/04/29 23:04:39]:Visitor:I am sagai from jos , Nigeria and I will like to know how I can sell tin In large quantity to other countries
[2022/04/29 23:08:18]:Ammar - Comm100:What were you looking to sell?
[2022/04/29 23:08:21]:Visitor:Hello
[2022/04/29 23:08:46]:Visitor:'Tin 'precisely
[2022/04/29 23:08:59]:Ammar - Comm100:Sorry, I’m trying to help you but you might have come to the wrong website. This is Comm100, an omni-channel customer engagement solution provider. Our website is www.comm100.com.
[2022/04/29 23:09:31]:Visitor:Okay thank you
[2022/04/29 23:10:49]:Ammar - Comm100:No problem 
The visitor has left the chat.
The chat is ended.(2022/04/29 23:12:32)
",Sales: Live Chat,Answered/Solved,Vancouver ENT
"Comm100 Bot has joined the chat.
[2022/04/29 22:59:47]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/29 22:59:57]:Visitor:Post-sales Tech Support
[2022/04/29 22:59:57]:Comm100 Bot:Thank you for contacting Comm100 Technical Support.My I have your name please?
[2022/04/29 23:00:09]:Visitor:Ralph Hayse
[2022/04/29 23:00:09]:Comm100 Bot:Thank you, Ralph Hayse. Please hold on. Transferring you to our agent. ✈️
Agent Ammar - Comm100 has joined the chat.
[2022/04/29 23:00:11]:Ammar - Comm100:Hello Ralph Hayse, thank you for contacting us! How may I help you?
[2022/04/29 23:01:47]:Ralph Hayse:We are having issues with the way time is being displayed on our agents chats.  Some chats are showing the correct time, others are an hour behind.  Do you know what controls how time is displayed in Comm100?
[2022/04/29 23:02:43]:Ralph Hayse:btw-correct time is being displayed on everyone's personal PC's they are using to chat from.
[2022/04/29 23:09:22]:Ammar - Comm100:Hello
[2022/04/29 23:09:40]:Ammar - Comm100:Could you double check the agent profile time zone settings 
[2022/04/29 23:09:52]:Ammar - Comm100:Make sure they’re all on the same time 
[2022/04/29 23:10:28]:Ralph Hayse:Ahh, we have to set those individually? let me take a look...'
[2022/04/29 23:13:22]:Covenant Eyes Manager:Ok, I found it and I can adjust the agents. Has this setting always  been here?  We have had Comm100 for years and we've never had an issue with the time before?
[2022/04/29 23:14:24]:Ammar - Comm100:Yeah its always been a feature 
[2022/04/29 23:14:48]:Ammar - Comm100:maybe recently the agents had changed it?
[2022/04/29 23:15:35]:Covenant Eyes Manager:Ok, thanks, well I can fix it now, Appreciate the help!
[2022/04/29 23:16:21]:Ammar - Comm100:No problem 
[2022/04/29 23:16:30]:Ammar - Comm100:Anything else I can help you with today?
[2022/04/29 23:21:40]:Covenant Eyes Manager:Nope all set. thanks!
The visitor has left the chat.
The chat is ended.(2022/04/29 23:21:45)
",Sales: Live Chat,Answered/Solved,Vancouver ENT
